timestamp,pred,retcode
2025-04-19T12:02:57.887003+00:00,2,10018
2025-04-19T12:03:02.530494+00:00,2,10018
2025-04-19T12:04:00.748428+00:00,2,10018
2025-04-19T12:05:00.935049+00:00,2,10018
